driverRef,qualifying_position,past_wins,is_winner
alonso,1,0.0,0
button,7,0.0,0
raikkonen,10,0.0,0
kobayashi,13,0.0,0
vettel,2,0.0,0
perez,12,0.0,0
michael_schumacher,4,0.0,0
webber,3,0.0,0
hulkenberg,5,0.0,0
rosberg,17,0.0,0
resta,9,0.0,0
massa,14,0.0,0
ricciardo,11,0.0,0
vergne,18,0.0,0
maldonado,6,0.0,0
petrov,20,0.0,0
bruno_senna,16,0.0,0
grosjean,15,0.0,0
kovalainen,19,0.0,0
pic,21,0.0,0
rosa,23,0.0,0
glock,22,0.0,0
karthikeyan,24,0.0,0
hamilton,8,0.0,0
hamilton,1,0.0,0
raikkonen,5,0.0,0
grosjean,2,0.0,0
vettel,3,0.0,0
alonso,6,0.0,0
button,4,0.0,0
bruno_senna,9,0.0,0
webber,11,0.0,0
massa,7,0.0,0
rosberg,13,0.0,0
hulkenberg,10,0.0,0
resta,12,0.0,0
maldonado,8,0.0,0
perez,14,0.0,0
ricciardo,18,0.0,0
vergne,16,0.0,0
kovalainen,19,0.0,0
kobayashi,15,0.0,0
petrov,20,0.0,0
pic,21,0.0,0
glock,22,0.0,0
rosa,23,0.0,0
karthikeyan,24,0.0,0
michael_schumacher,17,0.0,0
button,1,0.0,0
vettel,11,0.0,0
raikkonen,4,0.0,0
hulkenberg,12,0.0,0
massa,14,0.0,0
webber,7,0.0,0
michael_schumacher,13,0.0,0
vergne,15,0.0,0
ricciardo,16,0.0,0
resta,10,0.0,0
rosberg,18,0.0,0
bruno_senna,17,0.0,0
kobayashi,2,0.0,0
petrov,20,0.0,0
glock,21,0.0,0
pic,23,0.0,0
kovalainen,19,0.0,0
rosa,22,0.0,0
karthikeyan,24,0.0,0
maldonado,3,0.0,0
perez,5,0.0,0
alonso,6,0.0,0
hamilton,8,0.0,0
grosjean,9,0.0,0
hamilton,1,0.0,0
perez,13,0.0,0
alonso,10,0.0,0
massa,3,0.0,0
raikkonen,8,0.0,0
michael_schumacher,5,0.0,0
rosberg,7,0.0,0
resta,4,0.0,0
kobayashi,9,0.0,0
bruno_senna,14,0.0,0
maldonado,12,0.0,0
ricciardo,15,0.0,0
ambrosio,16,0.0,0
kovalainen,18,0.0,0
petrov,19,0.0,0
pic,21,0.0,0
glock,20,0.0,0
rosa,23,0.0,0
karthikeyan,22,0.0,0
webber,11,0.0,0
vettel,6,0.0,0
button,2,0.0,0
vergne,17,0.0,0
vettel,3,0.0,0
button,4,0.0,0
alonso,5,0.0,0
resta,6,0.0,0
rosberg,10,0.0,0
raikkonen,12,0.0,0
grosjean,8,0.0,0
massa,13,0.0,0
ricciardo,15,0.0,0
perez,14,0.0,0
webber,7,0.0,0
glock,21,0.0,0
kobayashi,18,0.0,0
hulkenberg,11,0.0,0
kovalainen,20,0.0,0
pic,22,0.0,0
rosa,24,0.0,0
bruno_senna,17,0.0,0
petrov,19,0.0,0
vergne,16,0.0,0
michael_schumacher,9,0.0,0
maldonado,2,0.0,0
karthikeyan,23,0.0,0
hamilton,1,0.0,0
vettel,1,0.0,0
massa,11,0.0,0
kobayashi,4,0.0,0
button,3,0.0,0
hamilton,9,0.0,0
raikkonen,8,0.0,0
hulkenberg,10,0.0,0
maldonado,14,0.0,0
webber,2,0.0,0
ricciardo,16,0.0,0
michael_schumacher,13,0.0,0
resta,12,0.0,0
vergne,17,0.0,0
bruno_senna,18,0.0,0
kovalainen,19,0.0,0
glock,20,0.0,0
petrov,23,0.0,0
rosa,21,0.0,0
grosjean,5,0.0,0
pic,22,0.0,0
karthikeyan,24,0.0,0
perez,6,0.0,0
alonso,7,0.0,0
rosberg,15,0.0,0
vettel,2,0.0,0
webber,1,0.0,0
alonso,4,0.0,0
massa,6,0.0,0
raikkonen,5,0.0,0
hulkenberg,8,0.0,0
grosjean,7,0.0,0
vergne,17,0.0,0
ricciardo,16,0.0,0
hamilton,3,0.0,0
perez,12,0.0,0
resta,14,0.0,0
michael_schumacher,10,0.0,0
maldonado,15,0.0,0
bruno_senna,18,0.0,0
petrov,19,0.0,0
kovalainen,20,0.0,0
glock,22,0.0,0
pic,21,0.0,0
rosa,23,0.0,0
kobayashi,13,0.0,0
rosberg,9,0.0,0
button,11,0.0,0
vettel,1,0.0,0
alonso,5,0.0,0
webber,2,0.0,0
hamilton,3,0.0,0
button,4,0.0,0
massa,6,0.0,0
raikkonen,7,0.0,0
hulkenberg,12,0.0,0
grosjean,11,0.0,0
bruno_senna,13,0.0,0
rosberg,10,0.0,0
resta,16,0.0,0
ricciardo,15,0.0,0
kobayashi,17,0.0,0
vergne,18,0.0,0
maldonado,9,0.0,0
petrov,19,0.0,0
kovalainen,20,0.0,0
pic,24,0.0,0
glock,21,0.0,0
karthikeyan,23,0.0,0
michael_schumacher,14,0.0,0
rosa,22,0.0,0
perez,8,0.0,0
raikkonen,5,0.0,0
alonso,7,0.0,0
vettel,3,0.0,0
button,6,0.0,0
maldonado,4,0.0,0
kobayashi,16,0.0,0
massa,9,0.0,0
bruno_senna,15,0.0,0
resta,13,0.0,0
ricciardo,17,0.0,0
michael_schumacher,14,0.0,0
vergne,18,0.0,0
kovalainen,19,0.0,0
glock,22,0.0,0
perez,12,0.0,0
petrov,21,0.0,0
rosa,23,0.0,0
pic,20,0.0,0
grosjean,10,0.0,0
webber,2,0.0,0
hamilton,1,0.0,0
karthikeyan,24,0.0,0
rosberg,8,0.0,0
hulkenberg,11,0.0,0
hamilton,2,0.0,0
vettel,1,0.0,0
alonso,9,0.0,0
massa,7,0.0,0
button,12,0.0,0
raikkonen,5,0.0,0
grosjean,4,0.0,0
hulkenberg,8,0.0,0
maldonado,10,0.0,0
bruno_senna,11,0.0,0
perez,15,0.0,0
ricciardo,18,0.0,0
rosberg,17,0.0,0
kobayashi,16,0.0,0
resta,13,0.0,0
michael_schumacher,6,0.0,0
petrov,21,0.0,0
kovalainen,22,0.0,0
glock,19,0.0,0
pic,20,0.0,0
rosa,23,0.0,0
karthikeyan,24,0.0,0
webber,3,0.0,0
vergne,14,0.0,0
button,2,0.0,0
alonso,8,0.0,0
massa,5,0.0,0
webber,3,0.0,0
hulkenberg,7,0.0,0
vettel,4,0.0,0
michael_schumacher,14,0.0,0
vergne,17,0.0,0
kobayashi,15,0.0,0
raikkonen,9,0.0,0
petrov,19,0.0,0
pic,22,0.0,0
ricciardo,16,0.0,0
kovalainen,20,0.0,0
rosberg,10,0.0,0
glock,21,0.0,0
rosa,24,0.0,0
karthikeyan,23,0.0,0
resta,11,0.0,0
hamilton,1,0.0,0
grosjean,18,0.0,0
maldonado,6,0.0,0
bruno_senna,12,0.0,0
perez,13,0.0,0
raikkonen,7,0.0,0
alonso,5,0.0,0
vettel,1,0.0,0
massa,4,0.0,0
hamilton,3,0.0,0
webber,2,0.0,0
sutil,12,0.0,0
resta,9,0.0,0
button,10,0.0,0
grosjean,8,0.0,0
perez,15,0.0,0
vergne,13,0.0,0
gutierrez,18,0.0,0
bottas,16,0.0,0
jules_bianchi,19,0.0,0
pic,22,0.0,0
chilton,20,0.0,0
garde,21,0.0,0
ricciardo,14,0.0,0
rosberg,6,0.0,0
maldonado,17,0.0,0
hulkenberg,11,0.0,0
vettel,1,0.0,0
webber,5,0.0,0
hamilton,4,0.0,0
rosberg,6,0.0,0
massa,2,0.0,0
grosjean,11,0.0,0
raikkonen,7,0.0,0
hulkenberg,12,0.0,0
perez,10,0.0,0
vergne,17,0.0,0
bottas,18,0.0,0
gutierrez,14,0.0,0
jules_bianchi,19,0.0,0
pic,20,0.0,0
garde,22,0.0,0
chilton,21,0.0,0
button,8,0.0,0
ricciardo,13,0.0,0
maldonado,16,0.0,0
sutil,9,0.0,0
resta,15,0.0,0
alonso,3,0.0,0
alonso,3,0.0,0
raikkonen,2,0.0,0
hamilton,1,0.0,0
vettel,9,0.0,0
button,8,0.0,0
massa,5,0.0,0
ricciardo,7,0.0,0
resta,11,0.0,0
grosjean,6,0.0,0
hulkenberg,10,0.0,0
perez,12,0.0,0
vergne,16,0.0,0
bottas,17,0.0,0
maldonado,15,0.0,0
jules_bianchi,19,0.0,0
pic,21,0.0,0
chilton,20,0.0,0
garde,22,0.0,0
rosberg,4,0.0,0
webber,14,0.0,0
sutil,13,0.0,0
gutierrez,18,0.0,0
vettel,2,0.0,0
raikkonen,9,0.0,0
grosjean,11,0.0,0
resta,7,0.0,0
hamilton,4,0.0,0
perez,12,0.0,0
webber,5,0.0,0
alonso,3,0.0,0
rosberg,1,0.0,0
button,10,0.0,0
maldonado,17,0.0,0
hulkenberg,14,0.0,0
sutil,8,0.0,0
bottas,15,0.0,0
massa,6,0.0,0
ricciardo,13,0.0,0
pic,19,0.0,0
gutierrez,18,0.0,0
jules_bianchi,20,0.0,0
chilton,22,0.0,0
garde,21,0.0,0
vergne,16,0.0,0
alonso,5,0.0,0
raikkonen,4,0.0,0
massa,6,0.0,0
vettel,3,0.0,0
webber,8,0.0,0
rosberg,1,0.0,0
resta,10,0.0,0
button,14,0.0,0
perez,9,0.0,0
ricciardo,11,0.0,0
gutierrez,16,0.0,0
hamilton,2,0.0,0
sutil,13,0.0,0
maldonado,18,0.0,0
hulkenberg,15,0.0,0
bottas,17,0.0,0
pic,22,0.0,0
jules_bianchi,20,0.0,0
chilton,21,0.0,0
vergne,12,0.0,0
garde,19,0.0,0
grosjean,7,0.0,0
rosberg,1,0.0,0
vettel,3,0.0,0
webber,4,0.0,0
hamilton,2,0.0,0
sutil,8,0.0,0
button,9,0.0,0
alonso,6,0.0,0
vergne,10,0.0,0
resta,17,0.0,0
raikkonen,5,0.0,0
hulkenberg,11,0.0,0
bottas,14,0.0,0
gutierrez,19,0.0,0
chilton,20,0.0,0
garde,15,0.0,0
perez,7,0.0,0
grosjean,13,0.0,0
ricciardo,12,0.0,0
jules_bianchi,21,0.0,0
maldonado,16,0.0,0
massa,22,0.0,0
pic,18,0.0,0
vettel,1,0.0,0
alonso,6,0.0,0
hamilton,2,0.0,0
webber,5,0.0,0
rosberg,4,0.0,0
vergne,7,0.0,0
resta,17,0.0,0
massa,16,0.0,0
raikkonen,9,0.0,0
sutil,8,0.0,0
perez,12,0.0,0
button,14,0.0,0
grosjean,19,0.0,0
bottas,3,0.0,0
ricciardo,10,0.0,0
maldonado,13,0.0,0
jules_bianchi,20,0.0,0
pic,18,0.0,0
chilton,21,0.0,0
gutierrez,15,0.0,0
hulkenberg,11,0.0,0
garde,22,0.0,0
rosberg,2,0.0,0
webber,4,0.0,0
alonso,10,0.0,0
hamilton,1,0.0,0
raikkonen,9,0.0,0
massa,12,0.0,0
sutil,7,0.0,0
ricciardo,6,0.0,0
resta,5,0.0,0
hulkenberg,15,0.0,0
maldonado,16,0.0,0
bottas,17,0.0,0
button,11,0.0,0
gutierrez,18,0.0,0
pic,19,0.0,0
jules_bianchi,20,0.0,0
chilton,22,0.0,0
garde,21,0.0,0
grosjean,8,0.0,0
perez,14,0.0,0
vettel,3,0.0,0
vergne,13,0.0,0
vettel,2,0.0,0
raikkonen,4,0.0,0
grosjean,5,0.0,0
alonso,8,0.0,0
hamilton,1,0.0,0
button,9,0.0,0
webber,3,0.0,0
perez,13,0.0,0
rosberg,11,0.0,0
hulkenberg,10,0.0,0
resta,12,0.0,0
ricciardo,6,0.0,0
sutil,15,0.0,0
gutierrez,14,0.0,0
maldonado,18,0.0,0
bottas,17,0.0,0
pic,19,0.0,0
garde,21,0.0,0
chilton,22,0.0,0
vergne,16,0.0,0
jules_bianchi,20,0.0,0
massa,7,0.0,0
hamilton,1,0.0,0
raikkonen,6,0.0,0
vettel,2,0.0,0
webber,10,0.0,0
alonso,5,0.0,0
grosjean,3,0.0,0
button,13,0.0,0
massa,7,0.0,0
perez,9,0.0,0
maldonado,15,0.0,0
hulkenberg,12,0.0,0
vergne,14,0.0,0
ricciardo,8,0.0,0
garde,20,0.0,0
pic,19,0.0,0
jules_bianchi,21,0.0,0
chilton,22,0.0,0
resta,18,0.0,0
rosberg,4,0.0,0
bottas,16,0.0,0
gutierrez,17,0.0,0
sutil,11,0.0,0
vettel,2,0.0,0
alonso,9,0.0,0
hamilton,1,0.0,0
rosberg,4,0.0,0
webber,3,0.0,0
button,6,0.0,0
massa,10,0.0,0
grosjean,7,0.0,0
sutil,12,0.0,0
ricciardo,19,0.0,0
perez,13,0.0,0
vergne,18,0.0,0
hulkenberg,11,0.0,0
gutierrez,21,0.0,0
bottas,20,0.0,0
garde,14,0.0,0
maldonado,17,0.0,0
jules_bianchi,15,0.0,0
chilton,16,0.0,0
resta,5,0.0,0
raikkonen,8,0.0,0
pic,22,0.0,0
vettel,1,0.0,0
alonso,5,0.0,0
webber,2,0.0,0
massa,4,0.0,0
hulkenberg,3,0.0,0
rosberg,6,0.0,0
ricciardo,7,0.0,0
grosjean,13,0.0,0
hamilton,12,0.0,0
button,9,0.0,0
raikkonen,11,0.0,0
perez,8,0.0,0
gutierrez,17,0.0,0
maldonado,15,0.0,0
bottas,18,0.0,0
sutil,14,0.0,0
pic,20,0.0,0
garde,19,0.0,0
jules_bianchi,21,0.0,0
chilton,22,0.0,0
vergne,10,0.0,0
resta,16,0.0,0
vettel,1,0.0,0
alonso,7,0.0,0
raikkonen,13,0.0,0
rosberg,2,0.0,0
hamilton,5,0.0,0
massa,6,0.0,0
button,8,0.0,0
perez,14,0.0,0
hulkenberg,11,0.0,0
sutil,15,0.0,0
maldonado,18,0.0,0
gutierrez,10,0.0,0
bottas,16,0.0,0
vergne,12,0.0,0
webber,4,0.0,0
garde,20,0.0,0
chilton,22,0.0,0
jules_bianchi,21,0.0,0
pic,19,0.0,0
resta,17,0.0,0
grosjean,3,0.0,0
ricciardo,9,0.0,0
vettel,1,0.0,0
raikkonen,10,0.0,0
grosjean,4,0.0,0
hulkenberg,8,0.0,0
hamilton,2,0.0,0
alonso,6,0.0,0
rosberg,5,0.0,0
button,12,0.0,0
massa,7,0.0,0
perez,11,0.0,0
gutierrez,9,0.0,0
bottas,17,0.0,0
maldonado,18,0.0,0
pic,19,0.0,0
garde,20,0.0,0
jules_bianchi,21,0.0,0
chilton,22,0.0,0
vergne,16,0.0,0
ricciardo,13,0.0,0
sutil,14,0.0,0
webber,3,0.0,0
resta,15,0.0,0
vettel,2,0.0,0
webber,1,0.0,0
grosjean,4,0.0,0
alonso,8,0.0,0
raikkonen,9,0.0,0
hulkenberg,7,0.0,0
gutierrez,14,0.0,0
rosberg,6,0.0,0
button,10,0.0,0
massa,5,0.0,0
resta,12,0.0,0
vergne,18,0.0,0
ricciardo,16,0.0,0
sutil,17,0.0,0
perez,11,0.0,0
maldonado,15,0.0,0
bottas,13,0.0,0
pic,20,0.0,0
chilton,19,0.0,0
hamilton,3,0.0,0
garde,21,0.0,0
jules_bianchi,22,0.0,0
vettel,1,0.0,0
rosberg,2,0.0,0
grosjean,17,0.0,0
massa,5,0.0,0
perez,9,0.0,0
hamilton,3,0.0,0
raikkonen,6,0.0,0
resta,12,0.0,0
sutil,13,0.0,0
ricciardo,11,0.0,0
alonso,8,0.0,0
maldonado,18,0.0,0
vergne,14,0.0,0
button,10,0.0,0
gutierrez,16,0.0,0
bottas,15,0.0,0
chilton,22,0.0,0
jules_bianchi,19,0.0,0
hulkenberg,7,0.0,0
webber,4,0.0,0
pic,21,0.0,0
garde,20,0.0,0
vettel,2,0.0,0
webber,1,0.0,0
rosberg,3,0.0,0
grosjean,7,0.0,0
alonso,11,0.0,0
resta,12,0.0,0
hamilton,4,0.0,0
massa,8,0.0,0
perez,9,0.0,0
sutil,18,0.0,0
maldonado,15,0.0,0
button,13,0.0,0
gutierrez,17,0.0,0
hulkenberg,6,0.0,0
bottas,16,0.0,0
ricciardo,10,0.0,0
vergne,14,0.0,0
garde,19,0.0,0
pic,21,0.0,0
jules_bianchi,20,0.0,0
chilton,22,0.0,0
raikkonen,5,0.0,0
vettel,1,0.0,0
grosjean,3,0.0,0
webber,2,0.0,0
hamilton,5,0.0,0
alonso,6,0.0,0
hulkenberg,4,0.0,0
perez,7,0.0,0
bottas,9,0.0,0
rosberg,14,0.0,0
button,13,0.0,0
ricciardo,11,0.0,0
vergne,16,0.0,0
massa,15,0.0,0
gutierrez,10,0.0,0
kovalainen,8,0.0,0
resta,12,0.0,0
maldonado,18,0.0,0
jules_bianchi,20,0.0,0
garde,19,0.0,0
pic,21,0.0,0
chilton,22,0.0,0
sutil,17,0.0,0
vettel,1,0.0,0
webber,4,0.0,0
alonso,3,0.0,0
button,15,0.0,0
rosberg,2,0.0,0
perez,14,0.0,0
massa,9,0.0,0
hulkenberg,10,0.0,0
hamilton,5,0.0,0
ricciardo,7,0.0,0
resta,12,0.0,0
gutierrez,18,0.0,0
sutil,16,0.0,0
kovalainen,11,0.0,0
vergne,8,0.0,0
maldonado,17,0.0,0
jules_bianchi,21,0.0,0
garde,20,0.0,0
chilton,22,0.0,0
pic,19,0.0,0
bottas,13,0.0,0
grosjean,6,0.0,0
rosberg,3,0.0,0
kevin_magnussen,4,0.0,0
button,11,0.0,0
alonso,5,0.0,0
bottas,10,0.0,0
hulkenberg,7,0.0,0
raikkonen,12,0.0,0
vergne,6,0.0,0
kvyat,8,0.0,0
perez,16,0.0,0
sutil,14,0.0,0
gutierrez,19,0.0,0
chilton,17,0.0,0
jules_bianchi,18,0.0,0
grosjean,21,0.0,0
maldonado,22,0.0,0
ericsson,20,0.0,0
vettel,13,0.0,0
hamilton,1,0.0,0
massa,9,0.0,0
kobayashi,15,0.0,0
ricciardo,2,0.0,0
hamilton,1,0.0,0
rosberg,3,0.0,0
vettel,2,0.0,0
alonso,4,0.0,0
hulkenberg,7,0.0,0
button,10,0.0,0
massa,13,0.0,0
bottas,15,0.0,0
kevin_magnussen,8,0.0,0
kvyat,11,0.0,0
grosjean,16,0.0,0
raikkonen,6,0.0,0
kobayashi,20,0.0,0
ericsson,22,0.0,0
chilton,21,0.0,0
ricciardo,5,0.0,0
gutierrez,12,0.0,0
sutil,18,0.0,0
vergne,9,0.0,0
jules_bianchi,19,0.0,0
maldonado,17,0.0,0
perez,14,0.0,0
hamilton,2,0.0,0
rosberg,1,0.0,0
perez,5,0.0,0
ricciardo,3,0.0,0
hulkenberg,12,0.0,0
vettel,11,0.0,0
massa,8,0.0,0
bottas,4,0.0,0
alonso,10,0.0,0
raikkonen,6,0.0,0
kvyat,13,0.0,0
grosjean,16,0.0,0
chilton,22,0.0,0
maldonado,17,0.0,0
kobayashi,19,0.0,0
jules_bianchi,20,0.0,0
button,7,0.0,0
kevin_magnussen,9,0.0,0
gutierrez,15,0.0,0
ericsson,21,0.0,0
vergne,14,0.0,0
sutil,18,0.0,0
hamilton,1,0.0,0
rosberg,4,0.0,0
alonso,5,0.0,0
ricciardo,2,0.0,0
vettel,3,0.0,0
hulkenberg,8,0.0,0
bottas,7,0.0,0
raikkonen,11,0.0,0
perez,16,0.0,0
kvyat,13,0.0,0
button,12,0.0,0
vergne,9,0.0,0
kevin_magnussen,15,0.0,0
maldonado,22,0.0,0
massa,6,0.0,0
gutierrez,17,0.0,0
jules_bianchi,19,0.0,0
kobayashi,18,0.0,0
chilton,21,0.0,0
ericsson,20,0.0,0
grosjean,10,0.0,0
sutil,14,0.0,0
hamilton,1,0.0,0
rosberg,2,0.0,0
ricciardo,3,0.0,0
vettel,10,0.0,0
bottas,4,0.0,0
alonso,7,0.0,0
raikkonen,6,0.0,0
grosjean,5,0.0,0
perez,12,0.0,0
hulkenberg,11,0.0,0
button,8,0.0,0
kevin_magnussen,15,0.0,0
massa,9,0.0,0
kvyat,13,0.0,0
maldonado,22,0.0,0
gutierrez,14,0.0,0
sutil,17,0.0,0
jules_bianchi,19,0.0,0
chilton,18,0.0,0
ericsson,20,0.0,0
kobayashi,21,0.0,0
vergne,16,0.0,0
rosberg,1,0.0,0
hamilton,2,0.0,0
ricciardo,3,0.0,0
alonso,5,0.0,0
hulkenberg,11,0.0,0
button,12,0.0,0
massa,16,0.0,0
grosjean,14,0.0,0
jules_bianchi,19,0.0,0
kevin_magnussen,8,0.0,0
ericsson,22,0.0,0
raikkonen,6,0.0,0
kobayashi,21,0.0,0
chilton,20,0.0,0
gutierrez,17,0.0,0
bottas,13,0.0,0
vergne,7,0.0,0
sutil,18,0.0,0
kvyat,9,0.0,0
vettel,4,0.0,0
perez,10,0.0,0
maldonado,15,0.0,0
ricciardo,6,0.0,0
rosberg,1,0.0,0
vettel,3,0.0,0
button,9,0.0,0
hulkenberg,11,0.0,0
alonso,7,0.0,0
bottas,4,0.0,0
vergne,8,0.0,0
kevin_magnussen,12,0.0,0
raikkonen,10,0.0,0
perez,13,0.0,0
massa,5,0.0,0
sutil,16,0.0,0
gutierrez,22,0.0,0
grosjean,14,0.0,0
kvyat,15,0.0,0
hamilton,2,0.0,0
kobayashi,20,0.0,0
maldonado,17,0.0,0
ericsson,21,0.0,0
chilton,18,0.0,0
jules_bianchi,19,0.0,0
rosberg,3,0.0,0
hamilton,9,0.0,0
bottas,2,0.0,0
massa,1,0.0,0
alonso,4,0.0,0
perez,11,0.0,0
kevin_magnussen,6,0.0,0
ricciardo,5,0.0,0
hulkenberg,10,0.0,0
raikkonen,8,0.0,0
button,12,0.0,0
maldonado,14,0.0,0
sutil,17,0.0,0
grosjean,16,0.0,0
jules_bianchi,19,0.0,0
kobayashi,20,0.0,0
chilton,21,0.0,0
ericsson,22,0.0,0
gutierrez,18,0.0,0
vergne,15,0.0,0
vettel,13,0.0,0
kvyat,7,0.0,0
hamilton,6,0.0,0
bottas,17,0.0,0
ricciardo,8,0.0,0
button,3,0.0,0
vettel,2,0.0,0
alonso,19,0.0,0
kevin_magnussen,5,0.0,0
hulkenberg,4,0.0,0
kvyat,9,0.0,0
vergne,10,0.0,0
perez,7,0.0,0
grosjean,11,0.0,0
sutil,16,0.0,0
jules_bianchi,12,0.0,0
kobayashi,22,0.0,0
chilton,13,0.0,0
maldonado,15,0.0,0
rosberg,1,0.0,0
ericsson,21,0.0,0
gutierrez,14,0.0,0
massa,18,0.0,0
raikkonen,20,0.0,0
rosberg,1,0.0,0
bottas,2,0.0,0
hamilton,16,0.0,0
vettel,6,0.0,0
alonso,7,0.0,0
ricciardo,5,0.0,0
hulkenberg,9,0.0,0
button,11,0.0,0
kevin_magnussen,4,0.0,0
perez,10,0.0,0
raikkonen,12,0.0,0
maldonado,19,0.0,0
vergne,13,0.0,0
gutierrez,14,0.0,0
jules_bianchi,18,0.0,0
kobayashi,20,0.0,0
chilton,21,0.0,0
ericsson,22,0.0,0
sutil,17,0.0,0
kvyat,8,0.0,0
grosjean,15,0.0,0
massa,3,0.0,0
ricciardo,4,0.0,0
alonso,5,0.0,0
hamilton,21,0.0,0
rosberg,1,0.0,0
massa,6,0.0,0
raikkonen,17,0.0,0
vettel,2,0.0,0
bottas,3,0.0,0
vergne,8,0.0,0
button,7,0.0,0
sutil,12,0.0,0
kevin_magnussen,10,0.0,0
maldonado,22,0.0,0
kvyat,11,0.0,0
jules_bianchi,16,0.0,0
chilton,19,0.0,0
gutierrez,14,0.0,0
kobayashi,18,0.0,0
perez,13,0.0,0
hulkenberg,9,0.0,0
grosjean,15,0.0,0
ericsson,20,0.0,0
ricciardo,5,0.0,0
rosberg,1,0.0,0
bottas,6,0.0,0
raikkonen,8,0.0,0
vettel,3,0.0,0
button,10,0.0,0
alonso,4,0.0,0
perez,13,0.0,0
kvyat,11,0.0,0
hulkenberg,18,0.0,0
vergne,12,0.0,0
kevin_magnussen,7,0.0,0
massa,9,0.0,0
sutil,14,0.0,0
gutierrez,20,0.0,0
chilton,19,0.0,0
ericsson,22,0.0,0
jules_bianchi,16,0.0,0
hamilton,2,0.0,0
grosjean,15,0.0,0
maldonado,17,0.0,0
lotterer,21,0.0,0
hamilton,1,0.0,0
rosberg,2,0.0,0
massa,4,0.0,0
bottas,3,0.0,0
ricciardo,9,0.0,0
vettel,8,0.0,0
perez,10,0.0,0
button,6,0.0,0
raikkonen,12,0.0,0
kevin_magnussen,5,0.0,0
kvyat,11,0.0,0
hulkenberg,14,0.0,0
vergne,13,0.0,0
maldonado,17,0.0,0
sutil,15,0.0,0
grosjean,18,0.0,0
kobayashi,19,0.0,0
jules_bianchi,20,0.0,0
gutierrez,16,0.0,0
ericsson,22,0.0,0
alonso,7,0.0,0
chilton,21,0.0,0
hamilton,1,0.0,0
vettel,4,0.0,0
ricciardo,3,0.0,0
alonso,5,0.0,0
massa,6,0.0,0
vergne,12,0.0,0
perez,15,0.0,0
raikkonen,7,0.0,0
hulkenberg,13,0.0,0
kevin_magnussen,9,0.0,0
bottas,8,0.0,0
maldonado,18,0.0,0
grosjean,16,0.0,0
kvyat,10,0.0,0
ericsson,22,0.0,0
jules_bianchi,19,0.0,0
chilton,21,0.0,0
button,11,0.0,0
sutil,17,0.0,0
gutierrez,14,0.0,0
rosberg,2,0.0,0
kobayashi,20,0.0,0
hamilton,2,0.0,0
rosberg,1,0.0,0
vettel,9,0.0,0
ricciardo,6,0.0,0
button,8,0.0,0
bottas,3,0.0,0
massa,4,0.0,0
hulkenberg,14,0.0,0
vergne,11,0.0,0
perez,12,0.0,0
kvyat,13,0.0,0
raikkonen,10,0.0,0
gutierrez,16,0.0,0
kevin_magnussen,7,0.0,0
grosjean,18,0.0,0
maldonado,17,0.0,0
ericsson,19,0.0,0
chilton,22,0.0,0
kobayashi,21,0.0,0
jules_bianchi,20,0.0,0
sutil,15,0.0,0
alonso,5,0.0,0
hamilton,1,0.0,0
rosberg,2,0.0,0
bottas,3,0.0,0
button,4,0.0,0
kevin_magnussen,6,0.0,0
alonso,8,0.0,0
ricciardo,7,0.0,0
vettel,11,0.0,0
raikkonen,9,0.0,0
perez,13,0.0,0
massa,18,0.0,0
hulkenberg,12,0.0,0
vergne,10,0.0,0
kvyat,5,0.0,0
gutierrez,14,0.0,0
sutil,15,0.0,0
grosjean,16,0.0,0
maldonado,20,0.0,0
ericsson,17,0.0,0
kobayashi,19,0.0,0
chilton,21,0.0,0
hamilton,2,0.0,0
rosberg,1,0.0,0
ricciardo,5,0.0,0
massa,4,0.0,0
bottas,3,0.0,0
alonso,6,0.0,0
vettel,17,0.0,0
kevin_magnussen,8,0.0,0
vergne,15,0.0,0
maldonado,11,0.0,0
grosjean,18,0.0,0
button,7,0.0,0
raikkonen,9,0.0,0
gutierrez,16,0.0,0
kvyat,14,0.0,0
hulkenberg,13,0.0,0
perez,12,0.0,0
sutil,10,0.0,0
rosberg,1,0.0,0
hamilton,2,0.0,0
massa,3,0.0,0
button,5,0.0,0
vettel,6,0.0,0
alonso,8,0.0,0
raikkonen,10,0.0,0
hulkenberg,12,0.0,0
kevin_magnussen,7,0.0,0
bottas,4,0.0,0
kvyat,14,0.0,0
maldonado,18,0.0,0
vergne,16,0.0,0
gutierrez,11,0.0,0
perez,17,0.0,0
sutil,13,0.0,0
grosjean,15,0.0,0
ricciardo,9,0.0,0
hamilton,2,0.0,0
massa,4,0.0,0
bottas,3,0.0,0
button,6,0.0,0
hulkenberg,12,0.0,0
perez,11,0.0,0
alonso,8,0.0,0
raikkonen,7,0.0,0
kevin_magnussen,9,0.0,0
vergne,10,0.0,0
grosjean,14,0.0,0
rosberg,1,0.0,0
gutierrez,15,0.0,0
sutil,13,0.0,0
stevens,18,0.0,0
kobayashi,17,0.0,0
maldonado,16,0.0,0
kvyat,5,0.0,0
hamilton,1,0.0,0
rosberg,2,0.0,0
vettel,4,0.0,0
massa,3,0.0,0
nasr,11,0.0,0
ricciardo,7,0.0,0
hulkenberg,14,0.0,0
ericsson,16,0.0,0
sainz,8,0.0,0
perez,15,0.0,0
button,17,0.0,0
raikkonen,5,0.0,0
max_verstappen,12,0.0,0
grosjean,9,0.0,0
maldonado,10,0.0,0
kvyat,13,0.0,0
